BR;KM;LAT;LONG
116;7,75;-22,536098;-44,769961
116;7,76;-22,53611;-44,770057
116;7,77;-22,536123;-44,770154
116;7,78;-22,536134;-44,77025
116;7,79;-22,536145;-44,770346
116;7,8;-22,536159;-44,770443
116;7,81;-22,536174;-44,770539
116;7,82;-22,53619;-44,770635
116;7,83;-22,536206;-44,770731
116;7,84;-22,536223;-44,770827
116;7,85;-22,536239;-44,770922
116;7,86;-22,536256;-44,771017
116;7,87;-22,536274;-44,771113
116;7,88;-22,536292;-44,771209
116;7,89;-22,53631;-44,771304
116;7,9;-22,536328;-44,771399
116;7,91;-22,536347;-44,771493
116;7,92;-22,536369;-44,771586
116;7,93;-22,536393;-44,771679
116;7,94;-22,536421;-44,77177
116;7,95;-22,536448;-44,771862
116;7,96;-22,536472;-44,771954
116;7,97;-22,536497;-44,772046
116;7,98;-22,536524;-44,772138
116;7,99;-22,536557;-44,772227
116;8;-22,536585;-44,772318
116;8,01;-22,536607;-44,772412
116;8,02;-22,536632;-44,772504
116;8,03;-22,536652;-44,772597
116;8,04;-22,536669;-44,772691
116;8,05;-22,536686;-44,772785
116;8,06;-22,536706;-44,772879
116;8,07;-22,536732;-44,77297
116;8,08;-22,536759;-44,773062
116;8,09;-22,536786;-44,773154
116;8,1;-22,536815;-44,773244
116;8,11;-22,536847;-44,773335
116;8,12;-22,536886;-44,773422
116;8,13;-22,53693;-44,773507
116;8,14;-22,536956;-44,773598
116;8,15;-22,536993;-44,773686
116;8,16;-22,537026;-44,773775
116;8,17;-22,537055;-44,773866
116;8,18;-22,537081;-44,773958
116;8,19;-22,537107;-44,77405
116;8,2;-22,537138;-44,77414
116;8,21;-22,537173;-44,774229
116;8,22;-22,537207;-44,774318
116;8,23;-22,537242;-44,774407
116;8,24;-22,537278;-44,774496
116;8,25;-22,537315;-44,774584
116;8,26;-22,537353;-44,774671
116;8,27;-22,537392;-44,774759
116;8,28;-22,537431;-44,774846
116;8,29;-22,53747;-44,774933
116;8,3;-22,53751;-44,77502
116;8,31;-22,537551;-44,775107
116;8,32;-22,537592;-44,775193
116;8,33;-22,537632;-44,77528
116;8,34;-22,537673;-44,775366
116;8,35;-22,537717;-44,775451
116;8,36;-22,53776;-44,775536
116;8,37;-22,537804;-44,775621
116;8,38;-22,537848;-44,775705
116;8,39;-22,537892;-44,77579
116;8,4;-22,537937;-44,775875
116;8,41;-22,537982;-44,775959
116;8,42;-22,538027;-44,776044
116;8,43;-22,538074;-44,776127
116;8,44;-22,538121;-44,77621
116;8,45;-22,538168;-44,776292
116;8,46;-22,538217;-44,776375
116;8,47;-22,538266;-44,776457
116;8,48;-22,538318;-44,776537
116;8,49;-22,538371;-44,776617
116;8,5;-22,538425;-44,776696
116;8,51;-22,538477;-44,776776
116;8,52;-22,53853;-44,776855
116;8,53;-22,538582;-44,776935
116;8,54;-22,538633;-44,777016
116;8,55;-22,538687;-44,777096
116;8,56;-22,538739;-44,777176
116;8,57;-22,538799;-44,777249
116;8,58;-22,538856;-44,777325
116;8,59;-22,538895;-44,777412
116;8,6;-22,538951;-44,777489
116;8,61;-22,539006;-44,777567
116;8,62;-22,539061;-44,777645
116;8,63;-22,539117;-44,777723
116;8,64;-22,539174;-44,777799
116;8,65;-22,539231;-44,777875
116;8,66;-22,53929;-44,777952
116;8,67;-22,539349;-44,778027
116;8,68;-22,539407;-44,778102
116;8,69;-22,539461;-44,778181
116;8,7;-22,539523;-44,778254
116;8,71;-22,539581;-44,778329
116;8,72;-22,539629;-44,778411
116;8,73;-22,53968;-44,778493
116;8,74;-22,539737;-44,778569
116;8,75;-22,539797;-44,778643
116;8,76;-22,539858;-44,778717
116;8,77;-22,539921;-44,77879
116;8,78;-22,539983;-44,778862
116;8,79;-22,540045;-44,778934
116;8,8;-22,540107;-44,779006
116;8,81;-22,540171;-44,779078
116;8,82;-22,540235;-44,779149
116;8,83;-22,540301;-44,779219
116;8,84;-22,540366;-44,779288
116;8,85;-22,540432;-44,779357
116;8,86;-22,540499;-44,779425
116;8,87;-22,540566;-44,779493
116;8,88;-22,540634;-44,779561
116;8,89;-22,540702;-44,779628
116;8,9;-22,540771;-44,779694
116;8,91;-22,540842;-44,779758
116;8,92;-22,540915;-44,77982
116;8,93;-22,540988;-44,779882
116;8,94;-22,541062;-44,779942
116;8,95;-22,541136;-44,780002
116;8,96;-22,541209;-44,780063
116;8,97;-22,541282;-44,780126
116;8,98;-22,541353;-44,78019
116;8,99;-22,541419;-44,780259
116;9;-22,541485;-44,780329
116;9,01;-22,541551;-44,780397
116;9,02;-22,541621;-44,780463
116;9,03;-22,541691;-44,780527
116;9,04;-22,541761;-44,780592
116;9,05;-22,541832;-44,780656
116;9,06;-22,541902;-44,780721
116;9,07;-22,541972;-44,780786
116;9,08;-22,542042;-44,780852
116;9,09;-22,542109;-44,780919
116;9,1;-22,542176;-44,780987
116;9,11;-22,542243;-44,781055
116;9,12;-22,542309;-44,781124
116;9,13;-22,542374;-44,781195
116;9,14;-22,542437;-44,781266
116;9,15;-22,5425;-44,781338
116;9,16;-22,542561;-44,781411
116;9,17;-22,542622;-44,781485
116;9,18;-22,542681;-44,781561
116;9,19;-22,542739;-44,781637
116;9,2;-22,542795;-44,781714
116;9,21;-22,54285;-44,781792
116;9,22;-22,542903;-44,781872
116;9,23;-22,542956;-44,781951
116;9,24;-22,543008;-44,782032
116;9,25;-22,543058;-44,782113
116;9,26;-22,543108;-44,782195
116;9,27;-22,543156;-44,782277
116;9,28;-22,543203;-44,78236
116;9,29;-22,543248;-44,782445
116;9,3;-22,543292;-44,782529
116;9,31;-22,543334;-44,782615
116;9,32;-22,543376;-44,782701
116;9,33;-22,543415;-44,782788
116;9,34;-22,543454;-44,782876
116;9,35;-22,543491;-44,782964
116;9,36;-22,543527;-44,783052
116;9,37;-22,543561;-44,783141
116;9,38;-22,543594;-44,783231
116;9,39;-22,543625;-44,783321
116;9,4;-22,543654;-44,783412
116;9,41;-22,543681;-44,783504
116;9,42;-22,543707;-44,783596
116;9,43;-22,543733;-44,783688
116;9,44;-22,543757;-44,78378
116;9,45;-22,543781;-44,783873
116;9,46;-22,543805;-44,783965
116;9,47;-22,543828;-44,784058
116;9,48;-22,543851;-44,784151
116;9,49;-22,543875;-44,784243
116;9,5;-22,543898;-44,784336
116;9,51;-22,543921;-44,784428
116;9,52;-22,543945;-44,784521
116;9,53;-22,543969;-44,784614
116;9,54;-22,543992;-44,784706
116;9,55;-22,544015;-44,784799
116;9,56;-22,544038;-44,784892
116;9,57;-22,544061;-44,784985
116;9,58;-22,544085;-44,785077
116;9,59;-22,544108;-44,78517
116;9,6;-22,544131;-44,785263
116;9,61;-22,544154;-44,785356
116;9,62;-22,544177;-44,785448
116;9,63;-22,544199;-44,785541
116;9,64;-22,544221;-44,785635
116;9,65;-22,544242;-44,785728
116;9,66;-22,544262;-44,785821
116;9,67;-22,544281;-44,785915
116;9,68;-22,544299;-44,786009
116;9,69;-22,544315;-44,786103
116;9,7;-22,54433;-44,786197
116;9,71;-22,544343;-44,786292
116;9,72;-22,544355;-44,786387
116;9,73;-22,544365;-44,786482
116;9,74;-22,544375;-44,786576
116;9,75;-22,544383;-44,786672
116;9,76;-22,54439;-44,786767
116;9,77;-22,544395;-44,786863
116;9,78;-22,544399;-44,786958
116;9,79;-22,544401;-44,787054
116;9,8;-22,544402;-44,787149
116;9,81;-22,544401;-44,787245
116;9,82;-22,544398;-44,78734
116;9,83;-22,544395;-44,787436
116;9,84;-22,544389;-44,787531
116;9,85;-22,544383;-44,787626
116;9,86;-22,544375;-44,787722
116;9,87;-22,544367;-44,787817
116;9,88;-22,544356;-44,787912
116;9,89;-22,544344;-44,788007
116;9,9;-22,544331;-44,788102
116;9,91;-22,544317;-44,788196
116;9,92;-22,5443;-44,78829
116;9,93;-22,544283;-44,788384
116;9,94;-22,544264;-44,788478
116;9,95;-22,544244;-44,788571
116;9,96;-22,544223;-44,788665
116;9,97;-22,544198;-44,788757
116;9,98;-22,544173;-44,788849
116;9,99;-22,544146;-44,78894
116;10;-22,544117;-44,789032
116;10,01;-22,544088;-44,789122
116;10,02;-22,544058;-44,789213
116;10,03;-22,544028;-44,789304
116;10,04;-22,543997;-44,789394
116;10,05;-22,543966;-44,789485
116;10,06;-22,543934;-44,789575
116;10,07;-22,543901;-44,789665
116;10,08;-22,543869;-44,789755
116;10,09;-22,543838;-44,789845
116;10,1;-22,543809;-44,789936
116;10,11;-22,543779;-44,790027
116;10,12;-22,543748;-44,790117
116;10,13;-22,543717;-44,790208
116;10,14;-22,543686;-44,790298
116;10,15;-22,543655;-44,790388
116;10,16;-22,543623;-44,790479
116;10,17;-22,543591;-44,790569
116;10,18;-22,54356;-44,790659
116;10,19;-22,543528;-44,790749
116;10,2;-22,543497;-44,790839
116;10,21;-22,543465;-44,790929
116;10,22;-22,543434;-44,791019
116;10,23;-22,543402;-44,79111
116;10,24;-22,543371;-44,7912
116;10,25;-22,54334;-44,79129
116;10,26;-22,543308;-44,791381
116;10,27;-22,543277;-44,791471
116;10,28;-22,543245;-44,791561
116;10,29;-22,543214;-44,791651
116;10,3;-22,543183;-44,791741
116;10,31;-22,543151;-44,791832
116;10,32;-22,543119;-44,791922
116;10,33;-22,543088;-44,792012
116;10,34;-22,543056;-44,792102
116;10,35;-22,543025;-44,792192
116;10,36;-22,542993;-44,792283
116;10,37;-22,542962;-44,792373
116;10,38;-22,542931;-44,792463
116;10,39;-22,5429;-44,792554
116;10,4;-22,54287;-44,792644
116;10,41;-22,542839;-44,792735
116;10,42;-22,542808;-44,792826
116;10,43;-22,542778;-44,792916
116;10,44;-22,542747;-44,793007
116;10,45;-22,542716;-44,793097
116;10,46;-22,542685;-44,793188
116;10,47;-22,542654;-44,793278
116;10,48;-22,542623;-44,793368
116;10,49;-22,542592;-44,793458
116;10,5;-22,54256;-44,793549
116;10,51;-22,542529;-44,793639
116;10,52;-22,542497;-44,793729
116;10,53;-22,542465;-44,793819
116;10,54;-22,542434;-44,793909
116;10,55;-22,542401;-44,793999
116;10,56;-22,542368;-44,794089
116;10,57;-22,542337;-44,794179
116;10,58;-22,542305;-44,79427
116;10,59;-22,542274;-44,79436
116;10,6;-22,542243;-44,79445
116;10,61;-22,542212;-44,794541
116;10,62;-22,542181;-44,794631
116;10,63;-22,542149;-44,794721
116;10,64;-22,542118;-44,794811
116;10,65;-22,542088;-44,794902
116;10,66;-22,542058;-44,794993
116;10,67;-22,542029;-44,795084
116;10,68;-22,542002;-44,795175
116;10,69;-22,541975;-44,795267
116;10,7;-22,541949;-44,795359
116;10,71;-22,541921;-44,79545
116;10,72;-22,541892;-44,795542
116;10,73;-22,541863;-44,795633
116;10,74;-22,541835;-44,795724
116;10,75;-22,541807;-44,795816
116;10,76;-22,541781;-44,795907
116;10,77;-22,541756;-44,796
116;10,78;-22,54173;-44,796091
116;10,79;-22,541705;-44,796183
116;10,8;-22,541683;-44,796276
116;10,81;-22,541664;-44,79637
116;10,82;-22,541645;-44,796464
116;10,83;-22,541631;-44,796558
116;10,84;-22,541612;-44,796652
116;10,85;-22,541595;-44,796745
116;10,86;-22,541581;-44,796841
116;10,87;-22,541569;-44,796935
116;10,88;-22,541558;-44,797031
116;10,89;-22,54155;-44,797126
116;10,9;-22,541543;-44,797221
116;10,91;-22,541538;-44,797316
116;10,92;-22,541535;-44,797412
116;10,93;-22,541534;-44,797507
116;10,94;-22,541533;-44,797603
116;10,95;-22,541533;-44,797699
116;10,96;-22,541532;-44,797794
116;10,97;-22,541532;-44,79789
116;10,98;-22,541531;-44,797985
116;10,99;-22,541532;-44,798081
116;11;-22,541538;-44,798176
116;11,01;-22,541546;-44,798271
116;11,02;-22,541557;-44,798366
116;11,03;-22,541569;-44,798461
116;11,04;-22,541584;-44,798555
116;11,05;-22,5416;-44,798649
116;11,06;-22,541618;-44,798743
116;11,07;-22,541636;-44,798837
116;11,08;-22,541656;-44,798931
116;11,09;-22,541676;-44,799024
116;11,1;-22,541699;-44,799117
116;11,11;-22,541723;-44,799209
116;11,12;-22,541749;-44,799301
116;11,13;-22,541777;-44,799392
116;11,14;-22,541806;-44,799484
116;11,15;-22,541835;-44,799574
116;11,16;-22,541864;-44,799665
116;11,17;-22,541892;-44,799756
116;11,18;-22,541924;-44,799847
116;11,19;-22,541958;-44,799936
116;11,2;-22,541993;-44,800025
116;11,21;-22,542029;-44,800113
116;11,22;-22,542067;-44,800201
116;11,23;-22,542109;-44,800287
116;11,24;-22,542151;-44,800373
116;11,25;-22,542195;-44,800458
116;11,26;-22,542237;-44,800543
116;11,27;-22,542278;-44,80063
116;11,28;-22,542323;-44,800714
116;11,29;-22,542374;-44,800795
116;11,3;-22,542426;-44,800876
116;11,31;-22,542478;-44,800955
116;11,32;-22,542533;-44,801034
116;11,33;-22,54259;-44,801111
116;11,34;-22,542647;-44,801187
116;11,35;-22,542706;-44,801263
116;11,36;-22,542765;-44,801338
116;11,37;-22,542825;-44,801411
116;11,38;-22,542887;-44,801484
116;11,39;-22,54295;-44,801557
116;11,4;-22,543013;-44,801628
116;11,41;-22,543078;-44,801698
116;11,42;-22,543143;-44,801768
116;11,43;-22,543209;-44,801837
116;11,44;-22,543277;-44,801904
116;11,45;-22,543345;-44,801971
116;11,46;-22,543416;-44,802036
116;11,47;-22,543486;-44,802101
116;11,48;-22,543559;-44,802163
116;11,49;-22,543631;-44,802224
116;11,5;-22,543706;-44,802284
116;11,51;-22,543781;-44,802344
116;11,52;-22,543858;-44,8024
116;11,53;-22,543936;-44,802455
116;11,54;-22,544015;-44,802509
116;11,55;-22,544096;-44,80256
116;11,56;-22,544179;-44,802607
116;11,57;-22,544262;-44,802654
116;11,58;-22,544346;-44,802701
116;11,59;-22,54443;-44,802746
116;11,6;-22,544514;-44,802791
116;11,61;-22,544598;-44,802835
116;11,62;-22,544683;-44,802879
116;11,63;-22,544769;-44,802922
116;11,64;-22,544854;-44,802964
116;11,65;-22,544941;-44,803006
116;11,66;-22,545027;-44,803048
116;11,67;-22,545113;-44,803088
116;11,68;-22,545199;-44,80313
116;11,69;-22,545285;-44,803172
116;11,7;-22,54537;-44,803215
116;11,71;-22,545454;-44,803259
116;11,72;-22,545538;-44,803306
116;11,73;-22,545621;-44,803354
116;11,74;-22,545703;-44,803403
116;11,75;-22,545784;-44,803453
116;11,76;-22,545864;-44,803506
116;11,77;-22,545943;-44,803559
116;11,78;-22,546021;-44,803615
116;11,79;-22,546099;-44,803671
116;11,8;-22,546174;-44,803729
116;11,81;-22,546249;-44,803788
116;11,82;-22,546322;-44,80385
116;11,83;-22,546395;-44,803912
116;11,84;-22,546467;-44,803975
116;11,85;-22,546537;-44,80404
116;11,86;-22,546606;-44,804106
116;11,87;-22,546674;-44,804172
116;11,88;-22,546741;-44,80424
116;11,89;-22,546807;-44,80431
116;11,9;-22,546873;-44,80438
116;11,91;-22,546937;-44,804451
116;11,92;-22,547;-44,804523
116;11,93;-22,547061;-44,804596
116;11,94;-22,547122;-44,80467
116;11,95;-22,547181;-44,804744
116;11,96;-22,547238;-44,80482
116;11,97;-22,547294;-44,804898
116;11,98;-22,547348;-44,804977
116;11,99;-22,5474;-44,805057
116;12;-22,547451;-44,805138
116;12,01;-22,547501;-44,805219
116;12,02;-22,54755;-44,805301
116;12,03;-22,547599;-44,805384
116;12,04;-22,547647;-44,805466
116;12,05;-22,547694;-44,805549
116;12,06;-22,547741;-44,805633
116;12,07;-22,547788;-44,805716
116;12,08;-22,547834;-44,8058
116;12,09;-22,54788;-44,805883
116;12,1;-22,547927;-44,805967
116;12,11;-22,547973;-44,806051
116;12,12;-22,548019;-44,806135
116;12,13;-22,548065;-44,806218
116;12,14;-22,548112;-44,806301
116;12,15;-22,548158;-44,806385
116;12,16;-22,548204;-44,806469
116;12,17;-22,54825;-44,806552
116;12,18;-22,548297;-44,806636
116;12,19;-22,548343;-44,806719
116;12,2;-22,54839;-44,806803
116;12,21;-22,548437;-44,806886
116;12,22;-22,548484;-44,806969
116;12,23;-22,548531;-44,807052
116;12,24;-22,548578;-44,807135
116;12,25;-22,548625;-44,807218
116;12,26;-22,548672;-44,807301
116;12,27;-22,548719;-44,807385
116;12,28;-22,548766;-44,807468
116;12,29;-22,548813;-44,807551
116;12,3;-22,54886;-44,807634
116;12,31;-22,548908;-44,807718
116;12,32;-22,548954;-44,807801
116;12,33;-22,549;-44,807884
116;12,34;-22,549047;-44,807968
116;12,35;-22,549093;-44,808051
116;12,36;-22,549139;-44,808135
116;12,37;-22,549185;-44,808219
116;12,38;-22,549232;-44,808303
116;12,39;-22,549279;-44,808386
116;12,4;-22,549325;-44,80847
116;12,41;-22,549372;-44,808553
116;12,42;-22,549419;-44,808636
116;12,43;-22,549466;-44,808719
116;12,44;-22,549513;-44,808803
116;12,45;-22,54956;-44,808886
116;12,46;-22,549606;-44,80897
116;12,47;-22,549653;-44,809053
116;12,48;-22,5497;-44,809136
116;12,49;-22,549746;-44,80922
116;12,5;-22,549793;-44,809303
116;12,51;-22,549839;-44,809386
116;12,52;-22,549886;-44,809469
116;12,53;-22,549933;-44,809552
116;12,54;-22,54998;-44,809636
116;12,55;-22,550027;-44,809719
116;12,56;-22,550074;-44,809802
116;12,57;-22,550121;-44,809885
116;12,58;-22,550168;-44,809969
116;12,59;-22,550215;-44,810052
116;12,6;-22,550261;-44,810136
116;12,61;-22,550308;-44,810219
116;12,62;-22,550354;-44,810303
116;12,63;-22,550401;-44,810386
116;12,64;-22,550447;-44,810469
116;12,65;-22,550494;-44,810553
116;12,66;-22,550541;-44,810637
116;12,67;-22,550587;-44,81072
116;12,68;-22,550634;-44,810804
116;12,69;-22,550681;-44,810887
116;12,7;-22,550728;-44,81097
116;12,71;-22,550775;-44,811053
116;12,72;-22,550822;-44,811136
116;12,73;-22,550869;-44,811219
116;12,74;-22,550916;-44,811302
116;12,75;-22,550963;-44,811385
116;12,76;-22,55101;-44,811468
116;12,77;-22,551056;-44,811552
116;12,78;-22,551102;-44,811636
116;12,79;-22,551147;-44,81172
116;12,8;-22,551193;-44,811804
116;12,81;-22,55124;-44,811887
116;12,82;-22,551287;-44,81197
116;12,83;-22,551334;-44,812054
116;12,84;-22,551381;-44,812137
116;12,85;-22,551428;-44,81222
116;12,86;-22,551475;-44,812303
116;12,87;-22,551521;-44,812387
116;12,88;-22,551568;-44,81247
116;12,89;-22,551615;-44,812553
116;12,9;-22,551662;-44,812637
116;12,91;-22,551708;-44,812721
116;12,92;-22,551755;-44,812804
116;12,93;-22,551801;-44,812888
116;12,94;-22,551847;-44,812971
116;12,95;-22,551894;-44,813054
116;12,96;-22,551941;-44,813138
116;12,97;-22,551988;-44,813221
116;12,98;-22,552035;-44,813304
116;12,99;-22,552081;-44,813388
116;13;-22,552128;-44,813471
116;13,01;-22,552175;-44,813555
116;13,02;-22,552221;-44,813638
116;13,03;-22,552268;-44,813721
116;13,04;-22,552315;-44,813804
116;13,05;-22,552362;-44,813888
116;13,06;-22,552409;-44,813971
116;13,07;-22,552455;-44,814055
116;13,08;-22,552502;-44,814138
116;13,09;-22,552548;-44,814221
116;13,1;-22,552594;-44,814305
116;13,11;-22,552641;-44,814389
116;13,12;-22,552687;-44,814473
116;13,13;-22,552733;-44,814556
116;13,14;-22,55278;-44,814639
116;13,15;-22,552826;-44,814723
116;13,16;-22,552873;-44,814806
116;13,17;-22,552919;-44,814889
116;13,18;-22,552966;-44,814973
116;13,19;-22,553013;-44,815057
116;13,2;-22,55306;-44,81514
116;13,21;-22,553106;-44,815223
116;13,22;-22,553153;-44,815306
116;13,23;-22,5532;-44,81539
116;13,24;-22,553247;-44,815473
116;13,25;-22,553294;-44,815556
116;13,26;-22,553341;-44,81564
116;13,27;-22,553388;-44,815723
116;13,28;-22,553435;-44,815806
116;13,29;-22,553482;-44,815889
116;13,3;-22,553529;-44,815972
116;13,31;-22,553577;-44,816055
116;13,32;-22,553624;-44,816138
116;13,33;-22,553672;-44,816221
116;13,34;-22,553719;-44,816304
116;13,35;-22,553767;-44,816386
116;13,36;-22,553816;-44,816469
116;13,37;-22,553865;-44,816551
116;13,38;-22,553915;-44,816632
116;13,39;-22,553965;-44,816714
116;13,4;-22,554016;-44,816794
116;13,41;-22,554067;-44,816874
116;13,42;-22,55412;-44,816952
116;13,43;-22,554172;-44,817031
116;13,44;-22,554226;-44,817108
116;13,45;-22,554281;-44,817186
116;13,46;-22,554336;-44,817263
116;13,47;-22,554392;-44,81734
116;13,48;-22,554449;-44,817415
116;13,49;-22,554506;-44,817491
116;13,5;-22,554564;-44,817566
116;13,51;-22,554622;-44,81764
116;13,52;-22,55468;-44,817715
116;13,53;-22,554738;-44,817789
116;13,54;-22,554796;-44,817864
116;13,55;-22,554855;-44,817939
116;13,56;-22,554913;-44,818013
116;13,57;-22,554972;-44,818088
116;13,58;-22,55503;-44,818162
116;13,59;-22,555089;-44,818236
116;13,6;-22,555148;-44,81831
116;13,61;-22,555207;-44,818384
116;13,62;-22,555265;-44,818458
116;13,63;-22,555324;-44,818533
116;13,64;-22,555382;-44,818607
116;13,65;-22,55544;-44,818681
116;13,66;-22,555499;-44,818756
116;13,67;-22,555557;-44,81883
116;13,68;-22,555616;-44,818905
116;13,69;-22,555674;-44,818979
116;13,7;-22,555732;-44,819054
116;13,71;-22,555791;-44,819128
116;13,72;-22,555849;-44,819203
116;13,73;-22,555908;-44,819277
116;13,74;-22,555966;-44,819351
116;13,75;-22,556025;-44,819425
116;13,76;-22,556083;-44,8195
116;13,77;-22,556141;-44,819575
116;13,78;-22,556199;-44,819649
116;13,79;-22,556257;-44,819724
116;13,8;-22,556316;-44,819798
116;13,81;-22,556374;-44,819873
116;13,82;-22,556432;-44,819949
116;13,83;-22,55649;-44,820023
116;13,84;-22,556548;-44,820098
116;13,85;-22,556606;-44,820172
116;13,86;-22,556665;-44,820247
116;13,87;-22,556722;-44,820322
116;13,88;-22,556779;-44,820397
116;13,89;-22,556835;-44,820474
116;13,9;-22,556891;-44,82055
116;13,91;-22,556944;-44,820628
116;13,92;-22,556997;-44,820706
116;13,93;-22,557048;-44,820786
116;13,94;-22,557098;-44,820866
116;13,95;-22,557145;-44,820949
116;13,96;-22,557191;-44,821032
116;13,97;-22,557234;-44,821116
116;13,98;-22,557276;-44,8212
116;13,99;-22,557314;-44,821287
116;14;-22,557353;-44,821373
116;14,01;-22,557388;-44,821461
116;14,02;-22,557422;-44,821549
116;14,03;-22,557456;-44,821638
116;14,04;-22,55749;-44,821726
116;14,05;-22,557522;-44,821815
116;14,06;-22,557554;-44,821904
116;14,07;-22,557586;-44,821993
